_id,url,word_count,section,date,type,headline,abstract,article
nyt://article/19ff41b8-246b-5c03-a580-bae52875a081,https://dealbook.nytimes.com/2011/03/21/why-buffett-thinks-japan-is-a-buy/,29,Business Day,2011-03-21T13:52:12+0000,,Why Buffett Thinks Japan Is a Buy,"Warren E. Buffett, the billionaire investor, thinks the disaster in Japan doesn’t change the economic future of the country, with the market turmoil creating a buying opportunity for investors.",
nyt://article/6f045737-c345-5a46-b7ec-c61961448372,https://dealbook.nytimes.com/2011/01/24/mittal-heiress-buys-stake-in-roc-capital/,445,Business Day,2011-01-24T17:54:33+0000,,Mittal Heiress Buys Stake in Roc Capital,"Vanisha Mittal Bhatia — the only daughter of the world’s fifth-richest man, Lakshmi Mittal — and her husband, Amit Bhatia, purchased a sizable stake in the quantitative hedge fund.",
nyt://article/e1e8fad9-393f-5739-aff5-c7c4b8992071,https://dealbook.nytimes.com/2011/01/05/f-d-i-c-seeks-2-5-billion-from-execs-of-failed-banks/,324,Business Day,2011-01-05T10:57:55+0000,,F.D.I.C. Seeks $2.5 Billion From Executives of Failed Banks,The Federal Deposit Insurance Corporation said that as of mid-December it had authorized lawsuits against 109 directors and officers of failed financial institutions in an effort to recover nearly $2.5 billion.,
nyt://article/c656b0b1-5383-5f02-aa17-9346b5753d5b,https://dealbook.nytimes.com/2011/01/20/with-chiesi-gone-will-rajaratnam-fight-on/,845,Business Day,2011-01-20T20:00:11+0000,,"With Chiesi Gone, Will Rajaratnam Fight On?","Prosecutors are taking a hard line in the Galleon Group insider trading case, and any plea deal they might offer Raj Rajaratnam may well be unacceptable to him.",
nyt://article/ada003f1-4d76-522b-8e7d-62c6913eb642,https://dealbook.nytimes.com/2011/03/11/ex-fannie-mae-chief-may-face-s-e-c-charges/,331,Business Day,2011-03-12T01:38:01+0000,,Former Fannie Mae Chief May Face S.E.C. Charges,"Daniel H. Mudd, now the head of the Fortress Investment Group, has received a Wells notice indicating that the S.E.C. is considering an enforcement action against him.",
nyt://article/39b1469f-aa95-5bbe-9c89-64663c4a84d0,https://mediadecoder.blogs.nytimes.com/2011/01/09/jack-griffin-makes-his-mark-on-time-inc-magazines/,401,Business Day,2011-01-10T03:43:46+0000,,Jack Griffin Makes His Mark on Time Inc. Magazines,Jack Griffin has directed all Time publications to begin running mastheads — the pages that list staff members and their job titles.,
nyt://article/33555629-098c-51bc-9daf-c4d5039a3900,https://bucks.blogs.nytimes.com/2011/01/17/where-to-buy-eyeglasses/,228,Your Money,2011-01-17T20:00:41+0000,,Where to Buy Eyeglasses,Costco Optical topped a Consumer Reports list rating eyeglass retailers.,
nyt://article/c1297eb6-779e-5486-8eab-ab8e90f31c8e,https://dealbook.nytimes.com/2011/02/22/dynegy-problems-suggest-broader-investor-unease/,529,Business Day,2011-02-23T01:18:15+0000,,Dynegy Problems Suggest Broader Investor Unease,"As shareholder activism mounts, boards appear likely to come under even more pressure this year.",
nyt://article/46edc36c-7427-5f46-a4b1-be3affe3ba0a,https://bucks.blogs.nytimes.com/2011/03/30/taxpayer-suggestions-for-improving-the-i-r-s/,728,Your Money,2011-03-30T20:32:01+0000,,Taxpayer Suggestions for Improving the I.R.S.,"Words of advice from an outgoing member of the Taxpayer Advocacy Panel, a group of volunteers who try to make the I.R.S. better.",
nyt://article/7877b710-fed4-53dd-afc8-0d424e74ba9d,https://dealbook.nytimes.com/2011/03/10/a-i-g-offers-to-buy-back-mortgages-from-n-y-fed/,451,Business Day,2011-03-11T00:45:32+0000,,A.I.G. Offers to Buy Back Securities for $15.7 Billion,The insurer hopes to reduce its bailout-related debt before it sells off the government’s 92.1 percent stake in the company.,
nyt://article/23c22a40-9173-5850-96ef-12a3bddaf1c1,https://dealbook.nytimes.com/2011/01/20/oops-e-mail-has-done-it-again/,364,Business Day,2011-01-20T17:51:11+0000,,"Oops, E-Mail Has Done It Again",Nielsen has dropped RBS as an underwriter of its $1.6 billion I.P.O. after an unauthorized note was sent out.,
nyt://article/a7cb6de4-38d9-5c3a-9dc5-17fbb2e865f2,https://boss.blogs.nytimes.com/2011/03/01/picking-winners-and-losers-in-the-s-b-a-budget/,1082,Business Day,2011-03-01T18:51:26+0000,,Picking Winners and Losers in the S.B.A. Budget,"The budget cutters focus on the S.B.A.’s counseling programs, Score and the Small Business Development Centers.",
nyt://article/3124f23d-b1b1-50e5-845b-aca5f844f75a,https://dealbook.nytimes.com/2011/03/18/former-wal-mart-chief-to-leave-goldman-board/,190,Business Day,2011-03-18T11:40:24+0000,,Former Wal-Mart Chief to Leave Goldman Board,"The investment bank announced that H. Lee Scott, Jr., the former chief executive of Wal-Mart Stores, will not stand for re-election at the annual meeting in May.",
nyt://article/c1133c05-3e2f-558d-a641-b37ce4f77166,https://mediadecoder.blogs.nytimes.com/2011/01/12/conan-talks-about-ratings-leno-and-nbc/,520,Business Day,2011-01-12T20:55:43+0000,,"Conan Talks About Ratings, Leno and NBC","Conan O’Brien’s numbers look better when playback is considered, but he still trails his old foes.",
nyt://article/85989eba-806e-5caf-a438-fd7cdf14cf10,https://bucks.blogs.nytimes.com/2011/03/08/insuring-fine-art/,449,Your Money,2011-03-08T19:38:32+0000,,Insuring Fine Art,Some tips for insuring fine art from the Insurance Information Institute.,
nyt://article/1766c700-78b3-5a2f-aac7-8a12fe153ac6,https://dealbook.nytimes.com/2011/03/22/the-newest-wiretaps-in-the-galleon-investigation/,581,Business Day,2011-03-22T12:51:37+0000,,The Newest Wiretaps in the Galleon Investigation,The recorded conversations between two former Galleon Group employees show that prosecutors have continued to use cooperating witnesses and wiretaps to investigate traders in Raj Rajaratnam’s orbit.,
nyt://article/d10d18cf-b254-5827-b77f-d64cbfe0047d,https://dealbook.nytimes.com/2011/01/04/helped-by-facebook-buzz-mail-ru-shares-rise/,252,Business Day,2011-01-04T13:03:36+0000,,"Helped by Facebook Buzz, Mail.ru Shares Rise","In London trading, the Russian company’s global depositary receipts surge more than 4 percent.",
nyt://article/e9c38c9c-c097-5edb-acb8-10d3d4a4dc4a,https://mediadecoder.blogs.nytimes.com/2011/02/18/msnbc-hosts-settle-in-after-olbermann/,483,Business Day,2011-02-18T23:43:28+0000,,MSNBC Hosts Settle In After Olbermann,"Lawrence O’Donnell, who replaced Keith Olbermann on MSNBC last month, has seen a decline in the number of viewers between the ages of 25 and 54, but a slight increase in the total number of viewers.",
nyt://article/aab56851-896f-5745-9272-906f3436a06a,https://dealbook.nytimes.com/2011/02/22/i-s-s-weighs-in-against-j-crew-deal/,354,Business Day,2011-02-22T21:10:59+0000,,I.S.S. Weighs In Against J.Crew Deal,"Institutional Shareholder Services, the proxy adviser, opposes J. Crew’s leveraged buyout, arguing that the bid is too low and the company’s sales process is flawed.",
nyt://article/62173c9c-82a4-5549-8dca-9e5444ae952f,https://dealbook.nytimes.com/2011/01/28/crisis-may-seem-criminal-but-try-making-a-case/,895,Business Day,2011-01-28T14:30:54+0000,,"Crisis May Seem Criminal, but Try Making a Case",The Financial Crisis Inquiry Commission’s findings provide a defense for executives who might be accused of wrongdoing: it was all the fault of uncontrollable market forces and regulatory laxity.,
nyt://article/95e6088b-fd16-507c-a2fe-d2c27c4f73eb,https://dealbook.nytimes.com/2011/03/07/a-look-at-the-landmark-insider-trading-case/,43,Business Day,2011-03-07T19:47:25+0000,,A Look at the Landmark Insider Trading Case,"With the trial of the Galleon Group’s Raj Rajaratnam set to begin, DealBook takes a look at the potential legal strategies and what the insider trading case could mean for Wall Street.",
nyt://article/d58b358c-d17b-5ce2-85f5-8e3ae42a8a38,https://dealbook.nytimes.com/2011/02/14/russia-sells-stake-in-state-owned-lender-vtb/,196,Business Day,2011-02-14T15:06:23+0000,,Russia Sells Stake in State-Owned Lender VTB,"Russia raised $3.3 billion selling a stake in VTB Group, the first of several privatizations the country said it would undertake in the next three years.",
nyt://article/2561f5b0-47d9-53cd-8d85-8332df4c4843,https://dealbook.nytimes.com/2011/01/27/buzz-tracker-17/,393,Business Day,2011-01-27T21:50:19+0000,Business,Buzz Tracker,Davos Wives and Mistresses| The Magnetar Memo | Cracking the CrackBerry,
nyt://article/f33306f4-5d00-583b-b5a3-98617ec7f46a,https://mediadecoder.blogs.nytimes.com/2011/01/23/golden-globes-lawsuit-may-thwart-next-years-show/,398,Business Day,2011-01-24T00:39:40+0000,,Golden Globes Lawsuit May Thwart Next Year’s Show,Lawyers for the show’s presenter said there might not be time to put next year’s show together if its dispute with its producer continued at the current pace.,
nyt://article/2ce0c65e-d2a3-5f9b-a367-7351c5952f43,https://dealbook.nytimes.com/2011/03/07/burberry-rises-as-luxury-m-a-again-comes-to-the-fore/,213,Business Day,2011-03-07T19:09:18+0000,,Burberry Rises as Luxury M.&A. Again Comes to the Fore,LVMH’s deal for control of Bulgari reignites market speculation about which company might be the next takeover target.,
nyt://article/3d585648-6265-5908-8527-c7ef6ee79e2d,https://dealbook.nytimes.com/2011/01/24/a-hefty-price-for-entry-to-davos/,1055,Business Day,2011-01-25T02:14:46+0000,,A Hefty Price for Entry to Davos,"For corporate executives, the cost of being a Davos Man, or a Davos Woman, even for just a couple of days, doesn’t come cheap.",
nyt://article/929c9fa3-4ce0-5fcb-8c2b-dedc07b52361,https://bucks.blogs.nytimes.com/2011/02/14/help-in-choosing-an-estate-planning-firm/,194,Your Money,2011-02-14T17:20:58+0000,,Help in Choosing an Estate Planning Firm,"The results of a report looking at estate planning resources, online tools and services at various brokerage firms.",
nyt://article/dd621a45-c568-5f5d-b0d9-ba795029a660,https://dealbook.nytimes.com/2011/03/14/morning-take-out-201/,1122,Business Day,2011-03-14T12:27:31+0000,Business,Morning Take-Out,Highlights from the DealBook newsletter.,
nyt://article/45e3dddb-15c7-5987-8f07-65a79005d550,https://atwar.blogs.nytimes.com/2011/02/14/joint-chiefs-support-rise-in-health-care-fees-for-military-retirees/,606,World,2011-02-14T23:11:54+0000,,Joint Chiefs Support Rise in Health Care Fees for Military Retirees,"With Congress demanding that the government cut spending, the expensive military health care system was bound to become a target. But the Pentagon is making the first move to reduce its own costs.",
nyt://article/f4a188ca-3c0f-57d1-b3c5-a15be1731705,https://dealbook.nytimes.com/2011/02/16/williams-to-split-into-two/,187,Business Day,2011-02-16T22:46:07+0000,,Williams to Split Into Two,"Williams, the latest corporate giant to announce a breakup, says its natural gas production business will be spun off.",
nyt://article/77c60af4-bad1-5565-bec7-4904dd6dba57,https://dealbook.nytimes.com/2011/01/07/u-s-inquiry-said-to-focus-on-calpers/,208,Business Day,2011-01-07T06:56:34+0000,,U.S. Inquiry Is Said to Focus on Calpers,Federal regulators are investigating whether California violated securities laws and failed to provide adequate disclosure about its giant public pension fund.,
nyt://article/0ef9ad74-29fb-5e96-94c7-6efca299719d,https://gadgetwise.blogs.nytimes.com/2011/03/15/qa-speed-limits-for-netflix/,288,Technology,2011-03-15T10:28:32+0000,,Q&A: Speed Limits for Netflix,What you need to enjoy a stutter-free Netflix streaming experience.,
nyt://article/592b51c9-3cf0-508a-b69a-ad1fa5c9d108,https://dealbook.nytimes.com/2011/01/18/a-test-to-see-if-the-parts-are-worth-more-than-the-whole/,977,Business Day,2011-01-19T00:00:55+0000,,A Test to See if the Parts Are Worth More Than the Whole,Wall Street loves the fees from break-ups. But investors may want to question the financial alchemy.,
nyt://article/69ed4de7-050f-54d7-a2ca-29f44079794b,https://dealbook.nytimes.com/2011/03/07/morning-take-out-196/,1261,Business Day,2011-03-07T14:12:26+0000,Business,Morning Take-Out,Highlights from the DealBook newsletter.,
nyt://article/52df4781-5c9d-5f49-a652-c035a9588679,https://dealbook.nytimes.com/2011/01/21/morning-take-out-167/,954,Business Day,2011-01-21T12:38:04+0000,Business,Morning Take-Out,Highlights from the DealBook newsletter.,
nyt://article/eb7a453b-4c6a-5ca5-a2e9-35c42d7fb8de,https://mediadecoder.blogs.nytimes.com/2011/02/28/early-oscar-ratings-suggest-slightly-fewer-viewers-than-last-year/,91,Business Day,2011-02-28T17:20:10+0000,,Early Oscar Ratings Suggest Slightly Fewer Viewers Than Last Year,"In difficult year for the Oscar telecast on ABC, early ratings from 56 markets were down only a smidge from last year.",
nyt://article/06e8423d-4523-5cf2-b771-dd618096ef1e,https://dealbook.nytimes.com/2011/01/27/does-the-u-s-have-a-competitiveness-problem/,35,Business Day,2011-01-27T18:14:27+0000,,How the U.S. Can Compete Better,"Michael Porter, professor at Harvard Business School, speaks to DealBook’s Andrew Ross Sorkin at the World Economic Forum in Davos, Switzerland.",
nyt://article/e1080fc6-1576-585b-a874-edc8a8614079,https://dealbook.nytimes.com/2011/02/10/at-center-of-debate-over-derivatives-a-gung-ho-regulator/,1006,Business Day,2011-02-10T22:35:48+0000,,"At Center of Derivatives Debate, a Gung-Ho Regulator","In the latest DealBook Portrait, Gary Gensler, chairman of the Commodity Futures Trading Commission, says he wants to bring more transparency to the murky $600 trillion derivatives market.",
nyt://article/9b701838-4a2d-5586-adcb-2dcd7bbb152f,https://dealbook.nytimes.com/2011/03/02/through-the-looking-glass-with-ambac/,732,Business Day,2011-03-02T17:45:55+0000,,Through the Looking Glass With Ambac,The troubled muni bond insurer’s parent gets a ‘bailout’ in the form of a $700 million tax refund.,
nyt://article/d193ecd3-6736-57ce-bac3-18dc3ec5497e,https://boss.blogs.nytimes.com/2011/01/10/can-this-business-be-sold/,738,Business Day,2011-01-10T17:04:34+0000,,Can This Business Be Sold?,Why the burgers sell — but the burger joint doesn’t.,
nyt://article/e1fb9166-2239-5883-bd01-6e3521908679,https://dealbook.nytimes.com/2011/01/26/barclays-fined-by-regulators/,273,Business Day,2011-01-26T14:33:41+0000,,British Regulator Fines Barclays,The Financial Services Authority fined Barclays Capital £1.12 million for failing to separate client funds held in money market accounts from its own funds.,
nyt://article/dc7e79d6-a2b7-5c5e-bf28-7e2ba9500c3a,https://dealbook.nytimes.com/2011/01/25/in-a-wikileaks-era-balancing-public-and-private/,1094,Business Day,2011-01-25T20:47:24+0000,,"In a Wikileaks Era, Balancing Public and Private","The issue of transparency has become more than just an organizational matter at Davos this year, but a topic of discussion in and of itself.",
nyt://article/60ac30e4-c354-5b2f-91ab-74835877bcdd,https://dealbook.nytimes.com/2011/02/22/bp-moves-to-shed-some-british-assets/,244,Business Day,2011-02-22T14:31:57+0000,,BP Moves to Shed Some British Assets,"BP, in the midst of a spurt of global deal-making, says it wants to sell its interests in some British oil and natural gas fields.",
nyt://article/f864a33d-eb65-5071-b2dc-526eba0de211,https://dealbook.nytimes.com/2011/02/14/wal-marts-south-african-deal-advances/,138,Business Day,2011-02-14T12:44:41+0000,Business,Wal-Mart’s South African Deal Advances,South Africa’s competition watchdog has recommended that Wal-Mart’s proposed takeover of the Massmart retail chain be unconditionally approved.,
nyt://article/7a20b74c-d00a-591b-ad17-927f11f87f6b,https://dealbook.nytimes.com/2011/01/05/urban-outfitters-and-sears-circle-j-crew/,552,Business Day,2011-01-05T17:00:43+0000,,Sears and Urban Outfitters Circle J. Crew,Rival retailers are said to be studying the preppy chain’s books and considering whether to make a counterbid.,
nyt://article/e6e78384-07fa-59cf-acef-56dc8ca72ddc,https://economix.blogs.nytimes.com/2011/03/24/the-world-economy-shifts-eastward/,306,Business Day,2011-03-24T13:30:13+0000,,The World Economy Shifts Eastward,"The center of economic gravity in the world is steadily moving eastward, from somewhere in the mid-Atlantic to a place between India and China. Should Westerners be alarmed?",
nyt://article/cc1b6c82-0a0d-5ff0-bd9f-20014fe4aea1,https://dealbook.nytimes.com/2011/02/07/big-lots-shares-surge-on-sale-talk/,118,Business Day,2011-02-07T21:53:59+0000,,Big Lots Shares Surge on Sale Talk,"The discount retailer is reported to be exploring strategic options, including a sale.",
nyt://article/edac9eca-5a8d-5913-8f7e-ca03a40fe7e2,https://bits.blogs.nytimes.com/2011/02/14/for-nba-fans-a-way-to-play-along-on-facebook/,587,Technology,2011-02-14T13:00:14+0000,,"For N.B.A. Fans, a Way to Play Along on Facebook","The NBA is releasing a social video game on Facebook, hoping that fans will pay for virtual shoes and other products for their avatars.",
nyt://article/56039b84-5f02-5657-b6c8-24053db094a1,https://dealbook.nytimes.com/2011/02/25/morning-take-out-190/,1175,Business Day,2011-02-25T13:44:33+0000,Business,Morning Take-Out,Highlight from the DealBook newsletter.,
nyt://article/252d1fb6-61fa-5c31-84c0-6eb3525de5e0,https://dealbook.nytimes.com/2011/01/06/volckers-future-as-obama-adviser-uncertain/,342,Business Day,2011-01-06T16:27:25+0000,,Volcker’s Future as Obama Adviser Uncertain,"The two-year term of the economic panel he heads is about to expire, but there has been no announcement about whether it will be extended.",
nyt://article/01d55f42-6364-5120-abab-525eabe2f60a,https://gadgetwise.blogs.nytimes.com/2011/01/20/app-smart-extra-guitarjack/,199,Technology,2011-01-21T00:39:20+0000,,App Smart Extra: GuitarJack,The GuitarJack turns your iPhone into a recording studio.,
nyt://article/12c7ee94-0edb-55a1-8e18-86080ca0f2d3,https://pogue.blogs.nytimes.com/2011/03/11/verizon-clarifies-ipad-activation-fes/,364,Technology,2011-03-11T18:20:25+0000,,Verizon Clarifies iPad Activation Fees,Verizon confirms there is NO re-activation charge for the month-to-month iPad 2 cell service. There is an activation charge for those with Verizon’s MiFi.,
nyt://article/576daca0-b654-5dc7-8cfc-3d6b579bcf1b,https://gadgetwise.blogs.nytimes.com/2011/03/04/tip-of-the-week-running-windows-diagnostics/,146,Technology,2011-03-04T11:20:49+0000,,Tip of the Week: Running Windows Diagnostics,Windows Vista and Windows 7 have a built-in utility that can check for problems with the computer’s memory.,
nyt://article/5a6e8967-aeae-5f83-b6b8-61b1de1f0137,https://dealbook.nytimes.com/2011/03/16/rajaratnam-lawyer-seeks-to-discredit-witnesss-testimony/,706,Business Day,2011-03-16T18:47:58+0000,,Defense in Galleon Case Questions Value of Tips,A lawyer for Raj Rajaratnam contends in court that a former McKinsey executive did not provide confidential information and was paid for legitimate work for Galleon.,
nyt://article/0aa20021-285c-5ba2-8f15-d536aebbfee9,https://dealbook.nytimes.com/2011/03/28/c-f-t-c-official-warns-of-regulatory-arbitrage/,498,Business Day,2011-03-28T22:44:54+0000,,Official Warns of ‘Regulatory Arbitrage’,"If financial regulators in the United States and Europe enact conflicting rules for the derivatives industry, banks and other financial firms will be free to skirt the new rules, according to a C.F.T.C. commissioner.",
nyt://article/d22deb72-1c99-52b7-961b-effa35fad2c3,https://mediadecoder.blogs.nytimes.com/2011/01/12/is-the-ipad-a-time-machine-for-reading/,259,Business Day,2011-01-13T04:38:44+0000,,Is the iPad a Time Machine for Reading?,Turns out iPad users are marking content during the day and consuming it later in the day when they can lean back and actually read.,
nyt://article/6e488359-4845-5848-b910-b77228b87ebf,https://dealbook.nytimes.com/2011/01/03/goldman-learns-you-cant-buy-friends-on-facebook/,224,Business Day,2011-01-03T23:12:45+0000,,Goldman Learns You Can’t Buy Friends On Facebook,"Goldman Sachs may have found a new friend in Facebook, but the financial firm isn’t finding much love from members of the social network.",
nyt://article/208d4099-a0c3-55af-857d-1b9a04f77c99,https://economix.blogs.nytimes.com/2011/01/26/q-a-on-the-state-of-the-union-and-the-economy/,2566,Business Day,2011-01-26T15:27:52+0000,,Q.&A. on the State of the Union and the Economy,"Answers to readers’ questions about the State of the Union message, the Republican response and the economic outlook.",
nyt://article/eef5c208-d901-5622-943d-c880e90ac8cd,https://dealbook.nytimes.com/2011/02/21/f-d-i-c-may-sue-ex-wamu-executives/,35,Business Day,2011-02-22T02:21:48+0000,,F.D.I.C. May Sue Former Washington Mutual Executives,"The regulator has sent letters to former leaders of the failed lender, and agency officials have discussed seeking damages of up to $1 billion.",
nyt://article/6bb13dba-98d0-5f1f-874d-d18252182866,https://economix.blogs.nytimes.com/2011/02/21/feminists-for-the-italian-future/,609,Business Day,2011-02-21T11:00:55+0000,,Feminists for the Italian Future,"The furor surrounding Italy’s prime minister is but the most visible sign of a larger issue, the disadvantages faced by Italian women, an economist writes.",
nyt://article/937d2dfc-76a2-5f8c-87e0-26d1b39a0876,https://gadgetwise.blogs.nytimes.com/2011/02/09/casing-verizon-iphone-cases/,255,Technology,2011-02-09T14:15:28+0000,,Casing Verizon iPhone Cases,"Before you grab that a new case for your Verizon iPhone, makes sure it fits—not all cases made for the original AT&T iPhone 4 will fit the Verizon model.",
nyt://article/75ea5379-7f5c-5191-a53a-5fa491c2055c,https://dealbook.nytimes.com/2011/02/07/aols-spending-spree/,208,Business Day,2011-02-07T17:29:30+0000,,AOL’s Spending Spree,"In the last 20 months, AOL’s chief executive, Tim Armstrong, has purchased more than a dozen companies, with The Huffington Post the most expensive deal to date.",
nyt://article/760e7645-515c-53c7-b7d8-701cdba48adb,https://atwar.blogs.nytimes.com/2011/01/17/embedistan-outside-the-wire-off-the-message/,1090,World,2011-01-17T19:10:09+0000,,"Embedistan: Outside the Wire, Off the Message","Done properly, an embed requires at least one week with a small unit, usually a platoon or company, and going out with them every day.",
nyt://article/4938d5ea-ade2-54b9-adb2-5cbdac3eae6c,https://dealbook.nytimes.com/2011/02/22/stanford-joins-madoff-at-north-carolina-prison/,352,Business Day,2011-02-22T17:42:23+0000,,Stanford Joins Madoff at North Carolina Prison,"A federal judge recommended that the jailed Texas financier be sent to the medical center at the Butner, N.C., prison for treatment of addiction.",
nyt://article/1e1c581f-3e56-58ac-aeef-c7edf5af568c,https://dealbook.nytimes.com/2011/02/18/dupont-extends-5-7-billion-offer-for-danisco/,582,Business Day,2011-02-18T14:33:22+0000,,DuPont Extends $5.7 Billion Offer for Danisco,"Still awaiting regulatory approval and facing opposition from a number of shareholders, the chemical giant buys some time for a deal.",
nyt://article/6110865a-5593-5cd3-80f0-80c7b20e8770,https://bits.blogs.nytimes.com/2011/03/25/j-hilburn-custom-online-tailor-adds-e-commerce/,263,Technology,2011-03-25T21:24:10+0000,,Custom Online Tailor Adds E-Commerce,"J. Hilburn, an online tailor, offers customized clothing directly from its Web site.",
nyt://article/8d835315-a54b-57b0-85d2-f1a86eee5b85,https://dealbook.nytimes.com/2011/03/10/howrey-law-firm-dissolves-after-slow-bleed-of-partners/,586,Business Day,2011-03-10T21:26:29+0000,Business,Howrey Law Firm Dissolves After Slow Bleed of Partners,"Howrey, a big law firm known for its intellectual property practice, is set to fold on Tuesday after its partners overwhelmingly voted to dissolve their practice.",
nyt://article/8498f222-367e-5fe7-bb88-fe32334ec4ce,https://dealbook.nytimes.com/2011/01/12/demand-media-gives-price-range-for-i-p-o/,231,Business Day,2011-01-12T13:54:30+0000,,Demand Media Gives Price Range for I.P.O.,The publisher of reams of articles based on popular search-engine results disclosed a price range of $14 to $16 per share for its planned initial public offering.,
nyt://article/926396d3-f76d-5949-8927-70906475cff3,https://mediadecoder.blogs.nytimes.com/2011/01/20/abc-gives-jimmy-kimmel-a-midnight-boost/,584,Business Day,2011-01-20T23:21:42+0000,,ABC Gives Jimmy Kimmel a Midnight Boost,"ABC moves “Jimmy Kimmel Live” to midnight, trimming five minutes from “Nightline” while renewing its commitment to the late-night news program.",
nyt://article/4ced0154-ed26-54fe-a3ec-b05557ce8eea,https://mediadecoder.blogs.nytimes.com/2011/03/21/noted-self-publisher-may-be-close-to-a-book-deal/,251,Business Day,2011-03-21T18:12:21+0000,,Noted Self-Publisher May Be Close to a Book Deal,"Amanda Hocking, the darling of the self-publishing world who has sold more than 900,000 copies of nine books in the last year, has been shopping a four-book series to major publishers.",
nyt://article/9a47cbbf-91b8-568e-8118-b05233675ee4,https://boss.blogs.nytimes.com/2011/01/07/more-of-everything-for-a-start-up-soap-maker/,699,Business Day,2011-01-07T12:00:01+0000,,A Start-Up Soap Maker Starts to Get Traction,Janice Shade and True Body Products turned down a request from Whole Foods — but are thriving anyway.,
nyt://article/b891001a-8892-5ede-852f-02ba491f6219,https://dealbook.nytimes.com/2011/03/04/survey-finds-widespread-mis-selling-by-brokers/,326,Business Day,2011-03-04T21:00:08+0000,,Survey Finds ‘Widespread Mis-Selling’ by Brokers,Investment professionals say the financial industry’s top ethical problem is brokers selling risky products to unsuspecting investors.,
